,AUC,Precision,Recall,Accuracy,F1_score,trainAUC,trainPrecision,trainRecall,trainAccuracy,trainF1score
0,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
1,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
2,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
3,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
4,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
5,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
6,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
7,0.4285714285714286,0.0,0.0,0.6666666666666666,0.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
8,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
9,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
10,0.8392857142857143,0.75,0.75,0.8888888888888888,0.75,1.0,1.0,1.0,1.0,1.0
11,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
12,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
13,0.8392857142857143,0.75,0.75,0.8888888888888888,0.75,1.0,1.0,1.0,1.0,1.0
14,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
15,0.625,1.0,0.25,0.8333333333333334,0.4,0.8571428571428572,1.0,0.7142857142857143,0.9428571428571428,0.8333333333333333
16,0.8392857142857143,0.75,0.75,0.8888888888888888,0.75,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
17,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
18,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
19,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
20,0.8392857142857143,0.75,0.75,0.8888888888888888,0.75,0.8571428571428572,1.0,0.7142857142857143,0.9428571428571428,0.8333333333333333
21,0.8392857142857143,0.75,0.75,0.8888888888888888,0.75,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
22,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
23,0.75,1.0,0.5,0.8888888888888888,0.6666666666666666,0.9107142857142857,0.8571428571428571,0.8571428571428571,0.9428571428571428,0.8571428571428571
24,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
25,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
26,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
27,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
28,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
29,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
30,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
31,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
32,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
33,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
34,0.75,1.0,0.5,0.8888888888888888,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
35,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
36,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
37,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
38,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
39,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
40,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
41,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
42,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
43,0.8392857142857143,0.75,0.75,0.8888888888888888,0.75,1.0,1.0,1.0,1.0,1.0
44,0.9642857142857143,0.8,1.0,0.9444444444444444,0.888888888888889,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
45,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
46,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
47,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
48,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
49,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
50,0.75,1.0,0.5,0.8888888888888888,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
51,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
52,0.8392857142857143,0.75,0.75,0.8888888888888888,0.75,1.0,1.0,1.0,1.0,1.0
53,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
54,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
55,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
56,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
57,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
58,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
59,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
60,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
61,0.8392857142857143,0.75,0.75,0.8888888888888888,0.75,1.0,1.0,1.0,1.0,1.0
62,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
63,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
64,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
65,1.0,1.0,1.0,1.0,1.0,0.9107142857142857,0.8571428571428571,0.8571428571428571,0.9428571428571428,0.8571428571428571
66,0.9642857142857143,0.8,1.0,0.9444444444444444,0.888888888888889,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
67,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
68,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
69,0.5535714285714287,0.3333333333333333,0.25,0.7222222222222222,0.28571428571428575,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
70,0.9642857142857143,0.8,1.0,0.9444444444444444,0.888888888888889,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
71,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
72,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
73,0.75,1.0,0.5,0.8888888888888888,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
74,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
75,0.7142857142857143,0.6666666666666666,0.5,0.8333333333333334,0.5714285714285715,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
76,0.8392857142857143,0.75,0.75,0.8888888888888888,0.75,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
77,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
78,0.75,1.0,0.5,0.8888888888888888,0.6666666666666666,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
79,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
80,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
81,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
