,AUC,Precision,Recall,Accuracy,F1_score,trainAUC,trainPrecision,trainRecall,trainAccuracy,trainF1score
0,0.75,1.0,0.5,0.8888888888888888,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
1,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
2,0.75,1.0,0.5,0.8888888888888888,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
3,0.75,1.0,0.5,0.8888888888888888,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
4,0.9642857142857143,0.8,1.0,0.9444444444444444,0.888888888888889,1.0,1.0,1.0,1.0,1.0
5,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
6,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
7,0.4642857142857143,0.0,0.0,0.7222222222222222,0.0,0.9821428571428572,0.875,1.0,0.9714285714285714,0.9333333333333333
8,0.8392857142857143,0.75,0.75,0.8888888888888888,0.75,0.9821428571428572,0.875,1.0,0.9714285714285714,0.9333333333333333
9,0.8035714285714286,0.6,0.75,0.8333333333333334,0.6666666666666665,1.0,1.0,1.0,1.0,1.0
10,0.75,1.0,0.5,0.8888888888888888,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
13,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
14,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
15,0.5892857142857143,0.5,0.25,0.7777777777777778,0.3333333333333333,1.0,1.0,1.0,1.0,1.0
16,0.5892857142857143,0.5,0.25,0.7777777777777778,0.3333333333333333,1.0,1.0,1.0,1.0,1.0
17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
19,0.625,1.0,0.25,0.8333333333333334,0.4,1.0,1.0,1.0,1.0,1.0
20,0.7142857142857143,0.6666666666666666,0.5,0.8333333333333334,0.5714285714285715,1.0,1.0,1.0,1.0,1.0
21,0.75,1.0,0.5,0.8888888888888888,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
22,0.75,1.0,0.5,0.8888888888888888,0.6666666666666666,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
23,0.7142857142857143,0.6666666666666666,0.5,0.8333333333333334,0.5714285714285715,1.0,1.0,1.0,1.0,1.0
24,0.8392857142857143,0.75,0.75,0.8888888888888888,0.75,1.0,1.0,1.0,1.0,1.0
25,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
26,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
27,0.8035714285714286,0.6,0.75,0.8333333333333334,0.6666666666666665,1.0,1.0,1.0,1.0,1.0
28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
30,0.7142857142857143,0.6666666666666666,0.5,0.8333333333333334,0.5714285714285715,1.0,1.0,1.0,1.0,1.0
31,0.625,1.0,0.25,0.8333333333333334,0.4,1.0,1.0,1.0,1.0,1.0
32,0.8035714285714286,0.6,0.75,0.8333333333333334,0.6666666666666665,1.0,1.0,1.0,1.0,1.0
33,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
34,0.4285714285714286,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,1.0
35,0.625,1.0,0.25,0.8333333333333334,0.4,1.0,1.0,1.0,1.0,1.0
36,0.5892857142857143,0.5,0.25,0.7777777777777778,0.3333333333333333,1.0,1.0,1.0,1.0,1.0
37,0.7142857142857143,0.6666666666666666,0.5,0.8333333333333334,0.5714285714285715,1.0,1.0,1.0,1.0,1.0
38,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
39,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
40,0.8392857142857143,0.75,0.75,0.8888888888888888,0.75,1.0,1.0,1.0,1.0,1.0
41,0.8392857142857143,0.75,0.75,0.8888888888888888,0.75,1.0,1.0,1.0,1.0,1.0
42,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
43,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
44,0.75,1.0,0.5,0.8888888888888888,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
45,0.75,1.0,0.5,0.8888888888888888,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
46,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
47,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
48,0.8392857142857143,0.75,0.75,0.8888888888888888,0.75,0.9821428571428572,0.875,1.0,0.9714285714285714,0.9333333333333333
49,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
50,0.75,1.0,0.5,0.8888888888888888,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
51,0.7142857142857143,0.6666666666666666,0.5,0.8333333333333334,0.5714285714285715,1.0,1.0,1.0,1.0,1.0
52,0.625,1.0,0.25,0.8333333333333334,0.4,1.0,1.0,1.0,1.0,1.0
53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
55,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
56,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
57,0.8392857142857143,0.75,0.75,0.8888888888888888,0.75,1.0,1.0,1.0,1.0,1.0
58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
59,0.75,1.0,0.5,0.8888888888888888,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
60,0.8392857142857143,0.75,0.75,0.8888888888888888,0.75,1.0,1.0,1.0,1.0,1.0
61,0.625,1.0,0.25,0.8333333333333334,0.4,1.0,1.0,1.0,1.0,1.0
62,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
63,0.5892857142857143,0.5,0.25,0.7777777777777778,0.3333333333333333,1.0,1.0,1.0,1.0,1.0
64,0.5892857142857143,0.5,0.25,0.7777777777777778,0.3333333333333333,1.0,1.0,1.0,1.0,1.0
65,0.9642857142857143,0.8,1.0,0.9444444444444444,0.888888888888889,1.0,1.0,1.0,1.0,1.0
66,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
67,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
68,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
69,0.4285714285714286,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,1.0
70,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
71,0.8392857142857143,0.75,0.75,0.8888888888888888,0.75,1.0,1.0,1.0,1.0,1.0
72,0.8392857142857143,0.75,0.75,0.8888888888888888,0.75,1.0,1.0,1.0,1.0,1.0
73,0.8392857142857143,0.75,0.75,0.8888888888888888,0.75,1.0,1.0,1.0,1.0,1.0
74,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
75,0.7142857142857143,0.6666666666666666,0.5,0.8333333333333334,0.5714285714285715,1.0,1.0,1.0,1.0,1.0
76,0.75,1.0,0.5,0.8888888888888888,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
77,0.9285714285714286,0.6666666666666666,1.0,0.8888888888888888,0.8,1.0,1.0,1.0,1.0,1.0
78,0.625,1.0,0.25,0.8333333333333334,0.4,1.0,1.0,1.0,1.0,1.0
79,0.7142857142857143,0.6666666666666666,0.5,0.8333333333333334,0.5714285714285715,1.0,1.0,1.0,1.0,1.0
80,0.75,1.0,0.5,0.8888888888888888,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
81,0.75,1.0,0.5,0.8888888888888888,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
82,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
83,0.9642857142857143,0.8,1.0,0.9444444444444444,0.888888888888889,1.0,1.0,1.0,1.0,1.0
84,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
85,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
86,0.9285714285714286,0.6666666666666666,1.0,0.8888888888888888,0.8,1.0,1.0,1.0,1.0,1.0
87,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
88,0.8035714285714286,0.6,0.75,0.8333333333333334,0.6666666666666665,1.0,1.0,1.0,1.0,1.0
89,0.75,1.0,0.5,0.8888888888888888,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
90,0.7142857142857143,0.6666666666666666,0.5,0.8333333333333334,0.5714285714285715,1.0,1.0,1.0,1.0,1.0
91,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
92,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714,0.923076923076923
93,0.8392857142857143,0.75,0.75,0.8888888888888888,0.75,1.0,1.0,1.0,1.0,1.0
94,0.5892857142857143,0.5,0.25,0.7777777777777778,0.3333333333333333,1.0,1.0,1.0,1.0,1.0
95,0.8392857142857143,0.75,0.75,0.8888888888888888,0.75,1.0,1.0,1.0,1.0,1.0
96,0.5892857142857143,0.5,0.25,0.7777777777777778,0.3333333333333333,0.9821428571428572,0.875,1.0,0.9714285714285714,0.9333333333333333
97,0.5892857142857143,0.5,0.25,0.7777777777777778,0.3333333333333333,1.0,1.0,1.0,1.0,1.0
98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
99,0.875,1.0,0.75,0.9444444444444444,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
