,AUC,Precision,Recall,Accuracy,trainAUC,trainPrecision,trainRecall,trainAccuracy
0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
1,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
2,0.875,1.0,0.75,0.9444444444444444,1.0,1.0,1.0,1.0
3,0.875,1.0,0.75,0.9444444444444444,1.0,1.0,1.0,1.0
4,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
5,0.875,1.0,0.75,0.9444444444444444,1.0,1.0,1.0,1.0
6,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
7,0.8392857142857143,0.75,0.75,0.8888888888888888,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
10,0.8392857142857143,0.75,0.75,0.8888888888888888,1.0,1.0,1.0,1.0
11,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
12,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
13,0.7142857142857143,0.6666666666666666,0.5,0.8333333333333334,1.0,1.0,1.0,1.0
14,0.875,1.0,0.75,0.9444444444444444,1.0,1.0,1.0,1.0
15,0.9642857142857143,0.8,1.0,0.9444444444444444,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
16,0.9642857142857143,0.8,1.0,0.9444444444444444,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
17,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
18,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
19,0.8392857142857143,0.75,0.75,0.8888888888888888,1.0,1.0,1.0,1.0
20,0.9642857142857143,0.8,1.0,0.9444444444444444,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
21,0.9642857142857143,0.8,1.0,0.9444444444444444,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
22,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,0.9642857142857143,0.8,1.0,0.9444444444444444,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
25,0.875,1.0,0.75,0.9444444444444444,1.0,1.0,1.0,1.0
26,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
27,0.875,1.0,0.75,0.9444444444444444,1.0,1.0,1.0,1.0
28,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
29,0.8392857142857143,0.75,0.75,0.8888888888888888,1.0,1.0,1.0,1.0
30,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
31,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
32,0.875,1.0,0.75,0.9444444444444444,1.0,1.0,1.0,1.0
33,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
34,0.875,1.0,0.75,0.9444444444444444,1.0,1.0,1.0,1.0
35,0.875,1.0,0.75,0.9444444444444444,1.0,1.0,1.0,1.0
36,0.9642857142857143,0.8,1.0,0.9444444444444444,1.0,1.0,1.0,1.0
37,0.875,1.0,0.75,0.9444444444444444,1.0,1.0,1.0,1.0
38,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
39,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
40,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42,0.875,1.0,0.75,0.9444444444444444,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
43,0.8392857142857143,0.75,0.75,0.8888888888888888,1.0,1.0,1.0,1.0
44,0.9642857142857143,0.8,1.0,0.9444444444444444,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
45,0.875,1.0,0.75,0.9444444444444444,1.0,1.0,1.0,1.0
46,0.875,1.0,0.75,0.9444444444444444,1.0,1.0,1.0,1.0
47,0.9642857142857143,0.8,1.0,0.9444444444444444,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
48,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
49,0.8392857142857143,0.75,0.75,0.8888888888888888,1.0,1.0,1.0,1.0
50,0.875,1.0,0.75,0.9444444444444444,1.0,1.0,1.0,1.0
51,0.875,1.0,0.75,0.9444444444444444,1.0,1.0,1.0,1.0
52,0.8392857142857143,0.75,0.75,0.8888888888888888,1.0,1.0,1.0,1.0
53,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.9714285714285714
54,0.875,1.0,0.75,0.9444444444444444,1.0,1.0,1.0,1.0
55,0.875,1.0,0.75,0.9444444444444444,1.0,1.0,1.0,1.0
