,AUC,Precision,Recall,Accuracy,trainAUC,trainPrecision,trainRecall,trainAccuracy
62,0.875,1.0,0.75,0.9444444444444444,0.9705882352941176,1.0,0.9411764705882353,0.9777777777777777
63,0.875,1.0,0.75,0.9444444444444444,0.9705882352941176,1.0,0.9411764705882353,0.9777777777777777
64,0.875,1.0,0.75,0.9444444444444444,0.9705882352941176,1.0,0.9411764705882353,0.9777777777777777
65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
66,0.9642857142857143,0.8,1.0,0.9444444444444444,1.0,1.0,1.0,1.0
67,0.8392857142857143,0.75,0.75,0.8888888888888888,0.9705882352941176,1.0,0.9411764705882353,0.9777777777777777
68,0.875,1.0,0.75,0.9444444444444444,0.9705882352941176,1.0,0.9411764705882353,0.9777777777777777
69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
70,0.9642857142857143,0.8,1.0,0.9444444444444444,1.0,1.0,1.0,1.0
71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
72,0.9642857142857143,0.8,1.0,0.9444444444444444,1.0,1.0,1.0,1.0
73,0.875,1.0,0.75,0.9444444444444444,0.9705882352941176,1.0,0.9411764705882353,0.9777777777777777
74,0.8392857142857143,0.75,0.75,0.8888888888888888,0.9705882352941176,1.0,0.9411764705882353,0.9777777777777777
75,0.9642857142857143,0.8,1.0,0.9444444444444444,1.0,1.0,1.0,1.0
76,0.9642857142857143,0.8,1.0,0.9444444444444444,1.0,1.0,1.0,1.0
77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
80,0.875,1.0,0.75,0.9444444444444444,0.9705882352941176,1.0,0.9411764705882353,0.9777777777777777
81,0.9642857142857143,0.8,1.0,0.9444444444444444,1.0,1.0,1.0,1.0
82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
83,0.9642857142857143,0.8,1.0,0.9444444444444444,1.0,1.0,1.0,1.0
84,0.9642857142857143,0.8,1.0,0.9444444444444444,1.0,1.0,1.0,1.0
85,0.8392857142857143,0.75,0.75,0.8888888888888888,0.9705882352941176,1.0,0.9411764705882353,0.9777777777777777
86,0.9642857142857143,0.8,1.0,0.9444444444444444,1.0,1.0,1.0,1.0
87,0.875,1.0,0.75,0.9444444444444444,0.9705882352941176,1.0,0.9411764705882353,0.9777777777777777
88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
89,0.875,1.0,0.75,0.9444444444444444,0.9705882352941176,1.0,0.9411764705882353,0.9777777777777777
90,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
92,0.9642857142857143,0.8,1.0,0.9444444444444444,1.0,1.0,1.0,1.0
93,0.9285714285714286,0.6666666666666666,1.0,0.8888888888888888,1.0,1.0,1.0,1.0
94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
95,0.8392857142857143,0.75,0.75,0.8888888888888888,0.9705882352941176,1.0,0.9411764705882353,0.9777777777777777
96,0.9642857142857143,0.8,1.0,0.9444444444444444,1.0,1.0,1.0,1.0
97,0.8392857142857143,0.75,0.75,0.8888888888888888,0.9705882352941176,1.0,0.9411764705882353,0.9777777777777777
98,0.9642857142857143,0.8,1.0,0.9444444444444444,1.0,1.0,1.0,1.0
99,0.875,1.0,0.75,0.9444444444444444,0.9705882352941176,1.0,0.9411764705882353,0.9777777777777777
